1461742857574	G	976.8175	286.5233	GazeData TS:380235102
1461742857604	G	1008.5198	261.8031	GazeData TS:380235119
1461742857614	G	984.246	273.2662	GazeData TS:380235136
1461742857634	G	984.6696	277.7787	GazeData TS:380235152
1461742857644	G	985.4059	275.2439	GazeData TS:380235169
1461742857664	G	984.1566	276.5242	GazeData TS:380235185
1461742857684	G	985.8511	272.9107	GazeData TS:380235202
1461742857694	G	986.0606	275.2597	GazeData TS:380235219
1461742857714	G	984.7663	276.8376	GazeData TS:380235235
1461742857724	G	982.1485	279.6149	GazeData TS:380235252
1461742857744	G	980.8909	281.9516	GazeData TS:380235269
1461742857754	G	979.4702	280.7506	GazeData TS:380235285
1461742857774	G	981.9095	281.7845	GazeData TS:380235302
1461742857794	G	983.9726	283.5489	GazeData TS:380235319
1461742857804	G	986.548	285.1815	GazeData TS:380235335
1461742857824	G	989.6516	286.8367	GazeData TS:380235352
1461742857854	G	991.5481	289.9395	GazeData TS:380235368
1461742857854	G	993.4406	290.9648	GazeData TS:380235385
1461742857884	G	994.721	293.7297	GazeData TS:380235402
1461742857894	G	996.1162	294.3645	GazeData TS:380235419
1461742857914	G	997.7118	296.0249	GazeData TS:380235435
1461742857935	G	998.1222	296.5116	GazeData TS:380235452
1461742857946	G	1001.5575	296.5235	GazeData TS:380235469
1461742857964	G	1002.1069	298.0645	GazeData TS:380235485
1461742857974	G	1003.5068	297.5674	GazeData TS:380235502
1461742857994	G	1004.6586	296.2664	GazeData TS:380235518
1461742858025	G	1005.2289	298.1951	GazeData TS:380235535
1461742858025	G	1006.9954	299.111	GazeData TS:380235552
1461742858055	G	1007.1916	300.0388	GazeData TS:380235568
1461742858055	G	1008.6847	301.2126	GazeData TS:380235585
1461742858076	G	1009.4169	300.0048	GazeData TS:380235602
1461742858106	G	1009.1044	300.943	GazeData TS:380235618
1461742858106	G	1008.4261	302.1759	GazeData TS:380235635
1461742858137	G	1010.1137	302.5275	GazeData TS:380235652
1461742858146	G	1010.1064	303.2394	GazeData TS:380235668
1461742858167	G	802.1788	314.0107	GazeData TS:380235685
1461742858176	G	505.0951	297.8287	GazeData TS:380235701
1461742858200	G	477.5544	305.0016	GazeData TS:380235718
1461742858208	G	470.2566	297.8523	GazeData TS:380235735
1461742858228	G	462.781	303.3719	GazeData TS:380235751
1461742858238	G	465.9516	300.8517	GazeData TS:380235768
1461742858258	G	470.4896	301.3462	GazeData TS:380235785
1461742858278	G	462.6194	324.5322	GazeData TS:380235801
1461742858288	G	468.8345	302.6894	GazeData TS:380235818
1461742858308	G	474.1938	299.4	GazeData TS:380235835
1461742858338	G	476.4903	301.8163	GazeData TS:380235851
1461742858338	G	471.6342	300.1325	GazeData TS:380235868
1461742858369	G	468.2227	302.4859	GazeData TS:380235884
1461742858379	G	471.959	303.7419	GazeData TS:380235901
1461742858400	G	473.7361	301.934	GazeData TS:380235918
1461742858420	G	362.1882	364.6275	GazeData TS:380235934
1461742858432	G	245.006	447.8824	GazeData TS:380235951
1461742858442	G	245.2253	429.651	GazeData TS:380235968
1461742858462	G	243.9225	420.5885	GazeData TS:380235984
1461742858472	G	242.0505	413.5244	GazeData TS:380236001
1461742858493	G	238.2542	410.9778	GazeData TS:380236018
1461742858524	G	253.773	420.0566	GazeData TS:380236034
1461742858524	G	237.9633	396.1053	GazeData TS:380236051
1461742858555	G	250.6825	393.5173	GazeData TS:380236068
1461742858557	G	252.6864	406.7636	GazeData TS:380236084
1461742858575	G	252.1418	405.5972	GazeData TS:380236101
1461742858605	G	250.2119	406.8563	GazeData TS:380236117
1461742858605	G	253.4575	415.7621	GazeData TS:380236134
1461742858636	G	250.5895	414.6303	GazeData TS:380236151
1461742858637	G	250.8826	410.9063	GazeData TS:380236167
1461742858667	G	244.2429	408.1156	GazeData TS:380236184
1461742858676	G	241.3746	404.31	GazeData TS:380236201
1461742858698	G	238.6222	403.7378	GazeData TS:380236217
1461742858707	G	236.816	401.899	GazeData TS:380236234
1461742858728	G	234.9412	397.0792	GazeData TS:380236251
1461742858738	G	234.4069	397.5344	GazeData TS:380236267
1461742858758	G	232.5186	397.5263	GazeData TS:380236284
1461742858790	G	229.9497	399.0131	GazeData TS:380236300
1461742858790	G	227.4528	398.4974	GazeData TS:380236317
1461742858820	G	227.176	398.2254	GazeData TS:380236334
1461742858821	G	452.2822	328.1855	GazeData TS:380236350
1461742858840	G	705.3049	255.8796	GazeData TS:380236367
1461742858870	G	721.3307	261.0745	GazeData TS:380236384
1461742858870	G	727.1874	248.2609	GazeData TS:380236400
1461742858902	G	716.412	242.2446	GazeData TS:380236417
1461742858912	G	725.7946	229.75	GazeData TS:380236434
1461742858932	G	726.7562	217.5127	GazeData TS:380236450
1461742858942	G	723.7908	230.0913	GazeData TS:380236467
1461742858963	G	715.7891	201.7586	GazeData TS:380236483
1461742858973	G	704.4335	209.1143	GazeData TS:380236500
1461742858994	G	707.9048	209.7899	GazeData TS:380236517
1461742859004	G	706.5189	212.364	GazeData TS:380236534
1461742859024	G	705.2879	213.4738	GazeData TS:380236551
1461742859044	G	700.921	216.0555	GazeData TS:380236568
1461742859054	G	701.2311	216.3626	GazeData TS:380236584
1461742859074	G	701.2754	217.7094	GazeData TS:380236601
1461742859104	G	697.5981	221.2952	GazeData TS:380236617
1461742859104	G	692.8339	223.3856	GazeData TS:380236634
1461742859134	G	690.7847	224.25	GazeData TS:380236651
1461742859154	G	687.7994	228.9452	GazeData TS:380236667
1461742859154	G	685.8864	230.2898	GazeData TS:380236684
1461742859184	G	684.5737	231.8267	GazeData TS:380236701
1461742859215	G	683.1049	231.7589	GazeData TS:380236717
1461742859255	G	680.7999	233.8289	GazeData TS:380236753
1461742859275	G	679.2344	234.9042	GazeData TS:380236784
1461742859275	G	677.2662	237.8283	GazeData TS:380236800
1461742859285	G	677.0804	237.6871	GazeData TS:380236817
1461742859305	G	676.7209	238.7865	GazeData TS:380236834
1461742859325	G	674.5922	239.2415	GazeData TS:380236850
1461742859355	G	672.4929	240.9852	GazeData TS:380236867
1461742859395	G	671.0965	241.7556	GazeData TS:380236917
1461742859395	G	668.0966	242.6224	GazeData TS:380236918
1461742859415	G	663.9136	242.4361	GazeData TS:380236933
1461742859435	G	661.32	245.0875	GazeData TS:380236950
1461742859445	G	660.6044	245.1014	GazeData TS:380236967
1461742859465	G	659.4265	244.2986	GazeData TS:380236983
1461742859475	G	659.3355	243.9312	GazeData TS:380237000
1461742859495	G	657.7682	244.2645	GazeData TS:380237017
1461742859505	G	658.1174	242.9625	GazeData TS:380237033
1461742859525	G	658.8438	243.5638	GazeData TS:380237050
1461742859555	G	658.1469	241.5139	GazeData TS:380237067
1461742859555	G	658.6796	242.1073	GazeData TS:380237083
1461742859575	G	657.9441	243.7972	GazeData TS:380237100
1461742859605	G	657.4686	243.3216	GazeData TS:380237116
1461742859605	G	656.0734	243.4963	GazeData TS:380237133
1461742859635	G	656.5893	242.2937	GazeData TS:380237150
1461742859635	G	657.2991	242.2837	GazeData TS:380237166
1461742859666	G	656.3777	243.6661	GazeData TS:380237183
1461742859676	G	657.2326	243.6111	GazeData TS:380237199
1461742859697	G	657.5816	245.3625	GazeData TS:380237216
1461742859707	G	657.9073	245.2389	GazeData TS:380237233
1461742859727	G	657.5223	244.093	GazeData TS:380237249
1461742859748	G	657.6223	244.6667	GazeData TS:380237266
1461742859758	G	657.692	244.4891	GazeData TS:380237283
1461742859778	G	659.6484	242.5864	GazeData TS:380237299
1461742859788	G	659.5942	243.1464	GazeData TS:380237316
1461742859809	G	660.8297	242.8127	GazeData TS:380237332
1461742859819	G	661.3554	242.9446	GazeData TS:380237350
