1461916062628	G	300.9127578816977	505.3105590642317	GazeData TS:553440143
1461916062640	G	300.9816833202786	506.1526670984945	GazeData TS:553440160
1461916062659	G	302.3257632491935	505.30434516266695	GazeData TS:553440177
1461916062668	G	304.84533625387473	505.9400788022931	GazeData TS:553440193
1461916062688	G	304.78434767457173	504.7635290351535	GazeData TS:553440210
1461916062698	G	305.07233211734075	504.67295902314123	GazeData TS:553440227
1461916062718	G	303.54154806647045	504.08897537072687	GazeData TS:553440243
1461916062738	G	305.24700446759	505.3162169065813	GazeData TS:553440260
1461916062748	G	303.9231442428323	505.85604395521665	GazeData TS:553440276
1461916062768	G	304.57692040544276	505.97620968470363	GazeData TS:553440293
1461916062778	G	304.14602488681186	506.10273340455495	GazeData TS:553440310
1461916062798	G	303.85241293708447	506.55881991301146	GazeData TS:553440326
1461916062828	G	306.00060286148704	508.0008814675959	GazeData TS:553440343
1461916062838	G	305.2095093492923	508.6653102140227	GazeData TS:553440360
1461916062858	G	306.04115043766336	508.003452870338	GazeData TS:553440376
1461916062878	G	306.0722515443516	508.3821481443849	GazeData TS:553440393
1461916062878	G	305.64901298464423	505.7668793573996	GazeData TS:553440410
1461916062908	G	305.0350944817589	504.72379213644905	GazeData TS:553440426
1461916062918	G	302.9078311642738	503.7486380858856	GazeData TS:553440443
1461916062968	G	589.8300560195461	288.2413567430773	GazeData TS:553440493
1461916062996	G	578.3428216581243	280.0701217540186	GazeData TS:553440526
1461916063016	G	583.031003264663	276.5124144110168	GazeData TS:553440543
1461916063066	G	317.1531418376019	258.3681292491876	GazeData TS:553440593
1461916063096	G	328.7081284516413	257.92901528813445	GazeData TS:553440626
1461916063126	G	324.750515219125	250.45355189369081	GazeData TS:553440642
1461916063137	G	322.36085551992323	252.7901136644503	GazeData TS:553440659
1461916063156	G	314.4067450206874	246.53630964482903	GazeData TS:553440676
1461916063166	G	308.4303138674603	246.527939053459	GazeData TS:553440692
1461916063186	G	302.2504299820332	241.15684761287548	GazeData TS:553440709
1461916063206	G	301.94208204176795	241.7067893476418	GazeData TS:553440726
1461916063216	G	300.20652384609826	234.9540277132525	GazeData TS:553440742
1461916063236	G	301.8753374844495	236.42943091067443	GazeData TS:553440759
1461916063246	G	297.9242608642573	235.84126264136648	GazeData TS:553440776
1461916063266	G	295.32020936748927	235.72253617035932	GazeData TS:553440792
1461916063346	G	530.0058081969454	183.4100559613277	GazeData TS:553440875
1461916063376	G	530.3021976142004	190.15181275454995	GazeData TS:553440892
1461916063376	G	530.8854089615991	187.45715304502687	GazeData TS:553440909
1461916063406	G	534.6843533401697	185.26748602077615	GazeData TS:553440925
1461916063416	G	531.8518393695825	182.0909028016219	GazeData TS:553440942
1461916063436	G	529.9221790789409	182.026739356913	GazeData TS:553440959
1461916063496	G	927.9420184962745	178.4419678546737	GazeData TS:553441025
1461916063516	G	935.139566307032	172.07807251563787	GazeData TS:553441042
1461916063546	G	938.8945516439188	179.51844810486767	GazeData TS:553441059
1461916063546	G	944.7980062888785	181.59125799179668	GazeData TS:553441075
1461916063596	G	949.8073122471855	172.79630962310625	GazeData TS:553441125
1461916063747	G	1269.8145259709659	174.58709444653482	GazeData TS:553441276
1461916063847	G	1496.2709530598363	181.82487231668503	GazeData TS:553441375
1461916063877	G	1495.9462461517614	191.2936229651409	GazeData TS:553441409
1461916063907	G	1500.1811471855217	192.1476439842712	GazeData TS:553441425
1461916063917	G	1496.1759361278787	188.91760917701365	GazeData TS:553441442
1461916063937	G	1497.5342827505717	188.89672768953662	GazeData TS:553441459
1461916063957	G	1499.5465841763614	187.0770190196222	GazeData TS:553441475
1461916063967	G	1500.8279848161176	185.80485260174203	GazeData TS:553441492
1461916063997	G	1519.5997864699827	187.97348323066382	GazeData TS:553441525
1461916064047	G	1536.1680077492895	193.85488937693574	GazeData TS:553441559
1461916064047	G	1542.3982635346624	192.78893389513377	GazeData TS:553441575
1461916064077	G	1551.604283689839	194.75438473715596	GazeData TS:553441592
1461916064077	G	1557.2286119053226	191.66297967525753	GazeData TS:553441608
1461916064097	G	1562.7142860127842	191.14187498288382	GazeData TS:553441625
1461916064127	G	1567.8632437767656	192.22180377247338	GazeData TS:553441642
1461916064127	G	1573.144712183227	192.1177238803212	GazeData TS:553441659
1461916064277	G	377.5018228164029	266.2239569050485	GazeData TS:553441808
1461916064297	G	375.0527513270367	266.62348192173414	GazeData TS:553441825
1461916064347	G	371.96347683925904	276.3480176324527	GazeData TS:553441859
1461916064347	G	366.6789676535349	274.6945540944498	GazeData TS:553441875
1461916064377	G	366.0812151874764	279.4176373795376	GazeData TS:553441891
1461916064377	G	362.39951787363594	279.2387786113676	GazeData TS:553441908
1461916064407	G	365.31832635818677	284.05152135902244	GazeData TS:553441925
1461916064447	G	747.4129211640993	263.3378103208489	GazeData TS:553441974
1461916064487	G	759.4885290671984	288.23020166598445	GazeData TS:553442008
