class,file,number,odd,gap,elapsed,fixNum,gazes,fixavglen,sacavglen,saclen,rec,det,lam,corm,coverage5,coverage7,coverage10
L,C1600,1,2,73,3736,7,216,260.0,3.190266424278604,22.331864969950228,4.844322344322345,0.0,0.0,4.036935286935287,0.08,0.04081632653061224,0.05
L,C1600,10,1,302,6021,11,315,212.8181818181818,3.8486316784977643,42.334948463475406,8.13754805638616,46.876640419947506,123.43832020997375,1.0533959846219565,0.2,0.12244897959183673,0.08
L,C1600,11,2,227,10868,18,581,273.05555555555554,4.981981829640275,89.67567293352495,3.6036143857339478,21.32181999335769,46.66223845898373,1.313822878202804,0.24,0.22448979591836735,0.11
L,C1600,12,1,114,6035,12,340,200.25,8.241103304672018,98.89323965606421,3.8323307986229334,0.0,55.972359328726554,0.9619518301847209,0.32,0.22448979591836735,0.11
L,C1600,13,2,169,7716,15,440,249.0,6.875262596820578,103.12893895230867,3.392618091413272,0.0,55.86245772266065,0.8698740540392864,0.28,0.1836734693877551,0.12
L,C1600,14,1,187,5622,8,319,245.0,4.951108314246692,39.60886651397354,7.61661807580175,0.0,0.0,4.641815910037485,0.2,0.12244897959183673,0.06
L,C1600,15,2,50,5237,8,299,278.25,7.3671257226206555,58.937005780965244,17.25067385444744,50.223214285714285,62.332589285714285,9.830023653666318,0.16,0.14285714285714285,0.05
L,C1600,16,1,137,5802,8,309,204.5,7.355057602000231,58.84046081600185,6.129933636046105,0.0,0.0,5.254228830896662,0.2,0.10204081632653061,0.07
L,C1600,17,2,308,6231,12,308,192.66666666666666,6.062976431425915,72.75571717711098,7.175998741742687,35.342465753424655,117.67123287671232,0.7520947124596071,0.24,0.12244897959183673,0.1
L,C1600,18,1,123,6016,11,337,311.90909090909093,4.685548284042998,51.54103112447297,8.732148061789566,0.0,41.805740987983974,3.1605945788399885,0.16,0.12244897959183673,0.07
L,C1600,19,2,214,2374,5,128,261.0,4.247749225259004,21.23874612629502,4.3678160919540225,0.0,100.0,1.0919540229885059,0.08,0.08163265306122448,0.03
L,C1600,2,1,299,4164,8,232,358.0,3.7464611107769246,29.971688886215397,15.013966480446928,0.0,28.737541528239205,10.987202143427202,0.08,0.061224489795918366,0.05
L,C1600,20,1,126,5216,8,282,250.5,5.400321113739976,43.202568909919805,11.69090390647277,0.0,47.77439024390244,7.405596969326653,0.12,0.10204081632653061,0.05
L,C1600,21,2,47,3724,6,213,224.0,2.7835726087677313,16.70143565260639,11.50297619047619,0.0,100.0,2.300595238095238,0.08,0.061224489795918366,0.04
L,C1600,22,1,438,4273,6,178,189.0,2.1244147051877893,12.746488231126737,23.527336860670196,32.23388305847077,48.68815592203898,15.248677248677248,0.04,0.04081632653061224,0.03
L,C1600,23,2,98,5328,11,289,264.09090909090907,7.055830135857004,77.61413149442704,2.0516351118760756,0.0,0.0,0.4103270223752151,0.24,0.14285714285714285,0.09
L,C1600,3,2,85,5149,12,306,216.75,5.040647596169397,60.48777115403277,4.484289259375764,0.0,32.50194855806703,1.9842972029194113,0.24,0.14285714285714285,0.09
L,C1600,4,1,55,5792,13,346,256.46153846153845,4.449038489808163,57.83750036750612,4.696560687862428,64.60883448642895,64.60883448642895,1.0839498766913285,0.2,0.16326530612244897,0.1
L,C1600,5,2,375,7489,15,428,243.2,3.661668951860977,54.925034277914655,11.076519423558898,0.0,32.38465617818632,3.3828992123165054,0.16,0.12244897959183673,0.07
L,C1600,6,1,244,6036,9,314,242.0,3.7570135927699706,33.81312233492974,9.383608815426998,41.65137614678899,53.57798165137615,2.5130567033976123,0.08,0.10204081632653061,0.06
L,C1600,7,2,280,11034,25,591,219.88,2.225598220206264,55.63995550515661,38.82117518646535,57.54842236801,91.49289284598564,13.658112758474319,0.08,0.08163265306122448,0.05
L,C1600,8,1,148,6027,12,343,210.25,6.002957229448193,72.03548675337832,5.718300724246028,50.34656584751102,98.64524259609325,0.7779666735455298,0.2,0.16326530612244897,0.08
L,C1600,9,2,382,8011,13,420,292.46153846153845,5.236008706507462,68.06811318459701,4.896545677713484,0.0,31.960608773500446,2.945087380910632,0.24,0.12244897959183673,0.08
R,A1519,0,1,630,6074,12,249,286.0,11.130946833100966,133.5713619972116,2.3813307904216994,0.0,0.0,0.9863414822092508,0.32,0.1836734693877551,0.09
R,A1519,1,2,639,10702,18,490,246.33333333333334,7.59167993020702,136.65023874372636,1.5468704396508266,58.40480274442538,41.59519725557461,0.35671197556472245,0.44,0.22448979591836735,0.15
R,A1519,10,1,1148,6019,7,132,214.57142857142858,6.2335960541605795,43.63517237912406,0.0,0.0,0.0,0.0,0.2,0.14285714285714285,0.07
R,A1519,11,2,600,4683,9,194,336.44444444444446,6.926954808274848,62.342593274473636,0.0,0.0,0.0,0.0,0.28,0.16326530612244897,0.09
R,A1519,12,1,484,6031,9,286,468.3333333333333,7.8000231672357705,70.20020850512194,12.040332147093713,0.0,0.0,5.177194543297746,0.2,0.14285714285714285,0.07
R,A1519,13,2,524,6282,11,338,427.54545454545456,6.207299483229026,68.28029431551928,10.467786519243036,30.733292707698556,39.38655291488929,2.38826281097172,0.24,0.12244897959183673,0.06
R,A1519,14,1,284,5760,12,287,310.9166666666667,6.261398060053107,75.13677672063729,4.3712385175799815,0.0,58.16610925306578,1.9036395976529015,0.16,0.20408163265306123,0.09
R,A1519,15,2,724,8907,16,385,320.875,4.962181103164689,79.39489765063503,4.9539020906375795,0.0,36.25163826998689,1.3747998095485434,0.2,0.14285714285714285,0.09
R,A1519,16,1,353,6031,13,310,329.0769230769231,5.764286320534881,74.93572216695345,0.0,0.0,0.0,0.0,0.24,0.16326530612244897,0.12
R,A1519,17,2,633,9436,18,471,364.3333333333333,9.475848210740867,170.5652677933356,3.9341262580054894,0.0,0.0,2.0314341763830015,0.36,0.24489795918367346,0.14
R,A1519,18,1,547,6037,12,291,326.1666666666667,11.020027559832004,132.24033071798405,4.8241742927486415,0.0,0.0,2.4892629551894663,0.28,0.1836734693877551,0.1
R,A1519,19,2,451,6168,14,298,289.57142857142856,7.68462942667009,107.58481197338125,10.130545330347994,21.577074358494098,20.284697508896794,4.742923199528262,0.24,0.16326530612244897,0.08
R,A1519,2,1,628,6032,9,300,278.1111111111111,7.219958112298776,64.97962301068898,13.733519776268476,0.0,0.0,7.540326608070315,0.2,0.14285714285714285,0.07
R,A1519,20,1,279,6017,11,310,305.54545454545456,8.210542400038612,90.31596640042473,1.660220172567688,0.0,44.982078853046595,0.2573638797976793,0.28,0.14285714285714285,0.1
R,A1519,21,2,713,8690,12,356,393.75,8.976558190750358,107.71869828900431,7.3477633477633475,0.0,39.709347996857815,3.891731164458437,0.24,0.14285714285714285,0.1
R,A1519,22,1,255,5777,10,310,445.5,11.658019041370519,116.5801904137052,13.141289437585735,35.81324729550199,0.0,6.662232752767732,0.2,0.12244897959183673,0.06
R,A1519,23,2,436,9240,16,402,412.3125,9.527386322064897,152.43818115303836,13.468748420999443,40.65876350540216,0.0,6.043285668569888,0.28,0.1836734693877551,0.1
R,A1519,3,2,524,11025,24,581,319.7916666666667,7.048620409593473,169.16688983024335,3.8685738563942786,0.0,0.0,1.0461875704266548,0.36,0.24489795918367346,0.14
R,A1519,4,1,406,6035,13,297,285.15384615384613,9.551894690639916,124.1746309783189,3.1674309864220844,0.0,47.764371894960966,0.40182987141444115,0.28,0.1836734693877551,0.11
R,A1519,5,2,798,10241,23,509,295.8695652173913,8.364775612617157,192.3898390901946,2.4620933805357024,0.0,0.0,1.412609833556998,0.4,0.2857142857142857,0.17
R,A1519,6,1,98,6039,13,343,291.38461538461536,4.678989841938602,60.826867945201826,4.270063357972545,0.0,70.22153529108706,0.5677651648480582,0.24,0.14285714285714285,0.1
R,A1519,7,2,646,11034,26,528,266.88461538461536,8.20848547476868,213.42062234398568,1.6515348032857762,0.0,0.0,0.5324340683095546,0.44,0.3469387755102041,0.2
R,A1519,8,1,267,6027,13,290,348.46153846153845,7.234095125781213,94.04323663515576,0.6309786607799852,0.0,0.0,0.10516311012999754,0.24,0.20408163265306123,0.1
R,A1519,9,2,589,11026,22,539,373.90909090909093,7.452291571828991,163.9504145802378,6.3555740798629206,26.058839602878223,10.766007833135987,1.2271526651020244,0.44,0.22448979591836735,0.16
R,B1402,0,1,1534,6061,8,230,433.125,6.486032036993967,51.888256295951734,3.908472479901051,0.0,0.0,1.116706422828872,0.24,0.12244897959183673,0.08
R,B1402,1,2,579,11030,16,504,465.9375,5.716137905878932,91.4582064940629,2.922423429465683,0.0,52.172582619339046,0.6832103733512184,0.32,0.1836734693877551,0.14
R,B1402,10,1,299,6031,6,308,777.3333333333334,5.5073485909327715,33.04409154559663,0.0,0.0,0.0,0.0,0.16,0.08163265306122448,0.05
R,B1402,11,2,848,11038,11,385,527.9090909090909,4.237354495517625,46.61089945069387,8.079903564663338,0.0,68.22250639386189,3.140520061994145,0.16,0.10204081632653061,0.08
R,B1402,12,1,457,6012,10,268,435.9,7.392688207116349,73.92688207116349,3.67821365756672,0.0,0.0,2.572795323426202,0.24,0.14285714285714285,0.08
R,B1402,13,2,243,11033,16,539,505.9375,6.4130681966735,102.609091146776,11.785876055178093,0.0,14.174411292013136,5.808578683686775,0.2,0.1836734693877551,0.09
R,B1402,14,1,623,6035,5,268,850.4,3.3446285803147098,16.72314290157355,22.565851364063967,0.0,72.00364773319437,11.352010818438382,0.12,0.061224489795918366,0.05
R,B1402,15,2,446,11020,13,487,603.5384615384615,5.398778227961633,70.18411696350122,7.232984960489422,15.888399412628488,53.861967694566815,2.2289312317670715,0.24,0.12244897959183673,0.09
R,B1402,16,1,505,6024,5,323,1008.8,5.940054460783657,29.700272303918286,12.252180808881839,0.0,0.0,9.18913560666138,0.12,0.08163265306122448,0.04
R,B1402,17,2,1910,11027,9,373,692.8888888888889,5.884270785798915,52.95843707219023,17.124358563181527,17.101720707011587,51.89043661477233,7.606288085311097,0.2,0.10204081632653061,0.06
R,B1402,18,1,1164,6022,9,187,443.55555555555554,7.117260807692329,64.05534726923096,7.123622244488978,0.0,0.0,4.452263902805611,0.28,0.16326530612244897,0.09
R,B1402,19,2,674,11033,11,276,355.09090909090907,8.373695386624895,92.11064925287384,4.843830005120328,0.0,42.54756871035941,1.5681003584229392,0.2,0.14285714285714285,0.09
R,B1402,2,1,428,6040,6,274,799.1666666666666,6.036777602115092,36.22066561269055,0.0,0.0,0.0,0.0,0.2,0.12244897959183673,0.05
R,B1402,20,1,796,6035,10,288,443.3,4.951305258374278,49.51305258374278,1.7169210717597816,0.0,0.0,1.1446140478398543,0.24,0.14285714285714285,0.09
R,B1402,21,2,3269,11031,8,187,372.75,5.944538142025842,47.55630513620674,6.975184439973173,0.0,0.0,4.831711356574823,0.2,0.12244897959183673,0.07
R,B1402,22,1,2166,6027,7,163,315.57142857142856,5.992708556362612,41.948959894538284,2.2936472008450277,0.0,0.0,0.7645490669483427,0.2,0.12244897959183673,0.06
R,B1402,23,2,3809,11033,6,156,398.8333333333333,6.312977335232908,37.87786401139745,0.0,0.0,0.0,0.0,0.2,0.10204081632653061,0.05
R,B1402,3,2,434,11021,12,390,698.8333333333334,5.809583324121686,69.71499988946023,2.181124384797173,0.0,0.0,1.3731070871759898,0.24,0.1836734693877551,0.09
R,B1402,4,1,51,6035,11,342,481.3636363636364,4.652750705412145,51.180257759533596,3.707271010387158,0.0,0.0,1.445703493862134,0.24,0.12244897959183673,0.1
R,B1402,5,2,299,11025,19,586,465.42105263157896,5.606273617706867,106.51919873643047,3.035043411612449,26.557648519975164,0.0,1.0099709193154103,0.36,0.16326530612244897,0.16
R,B1402,6,1,214,6032,7,313,727.1428571428571,5.096720028587318,35.67704020011122,0.0,0.0,0.0,0.0,0.16,0.08163265306122448,0.06
R,B1402,7,2,1298,11026,13,374,372.7692307692308,6.53259547801665,84.92374121421645,8.3797633787316,0.0,9.583418838497845,3.009498096941349,0.16,0.12244897959183673,0.09
R,B1402,8,1,516,5983,8,281,564.625,7.716657520855785,61.73326016684628,8.921850785919858,0.0,0.0,3.634342822805456,0.24,0.12244897959183673,0.08
R,B1402,9,2,347,11016,16,557,498.5625,6.587237841114268,105.39580545782829,7.516610254481634,0.0,11.046253057593951,2.793531402783001,0.24,0.16326530612244897,0.11
R,B1524,0,1,121,6069,14,349,374.5,5.500791695895904,77.01108374254265,4.747722237708887,0.0,0.0,1.9396953052082968,0.24,0.14285714285714285,0.1
R,B1524,1,2,133,11029,20,633,460.55,4.972209469252261,99.44418938504522,10.337182659177529,42.03747719860704,28.56116300923111,4.0145003069015095,0.28,0.1836734693877551,0.11
R,B1524,10,1,75,6032,14,357,356.0,4.293039896279289,60.10255854791005,7.050253117668848,0.0,32.77145359019264,1.7037953403554096,0.2,0.12244897959183673,0.08
R,B1524,11,2,152,11025,26,622,328.15384615384613,5.482949010343628,142.55667426893433,4.860290670417252,0.0,0.0,2.3688513830285984,0.32,0.20408163265306123,0.12
R,B1524,12,1,132,6048,12,346,445.5833333333333,4.420938206394239,53.05125847673087,7.322712821123146,0.0,63.11817970745298,3.3903308721813574,0.2,0.12244897959183673,0.08
R,B1524,13,2,123,11039,14,625,652.2857142857143,6.064767818991205,84.90674946587687,8.062940126015029,61.460509820309234,80.73025491015461,2.644838230605945,0.28,0.16326530612244897,0.1
R,B1524,14,1,282,6033,8,336,665.0,5.041777732661992,40.33422186129594,5.247046186895811,0.0,0.0,2.8371950283872946,0.16,0.10204081632653061,0.06
R,B1524,15,2,231,11021,20,583,395.25,5.035351834047232,100.70703668094464,8.801225074070375,34.06460397912096,2.6703986685831,4.084444607974546,0.2,0.14285714285714285,0.1
R,B1524,16,1,90,6041,11,355,460.72727272727275,4.622766083904001,50.85042692294401,3.6582478295185474,0.0,0.0,1.6882399368587213,0.16,0.10204081632653061,0.07
R,B1524,17,2,887,11038,17,493,412.7647058823529,5.749106125475097,97.73480413307665,14.906655265783098,41.28226577437859,101.20697896749522,7.008481633889127,0.28,0.16326530612244897,0.11
R,B1524,18,1,88,6028,10,354,545.9,4.388472877760208,43.88472877760208,6.3585109197858785,0.0,62.21190781049936,1.4699929214187015,0.2,0.12244897959183673,0.09
R,B1524,19,2,110,11033,20,637,463.85,6.963922208560788,139.27844417121577,4.347480753192672,0.0,28.820305363434684,2.712961522509575,0.24,0.1836734693877551,0.12
R,B1524,2,1,108,6027,10,348,532.2,5.321669060904999,53.21669060904999,5.720489373251493,73.35766423357664,0.0,3.602562853471033,0.2,0.08163265306122448,0.08
R,B1524,20,1,400,6017,14,323,300.64285714285717,5.971941099168099,83.60717538835338,6.34537712228375,84.61981566820276,0.0,1.596466292995708,0.2,0.16326530612244897,0.09
R,B1524,21,2,2864,11014,10,286,408.0,5.898130498230706,58.98130498230706,12.903050108932462,0.0,78.35584634867033,2.3172355361897847,0.2,0.16326530612244897,0.08
R,B1524,22,1,1463,6034,7,192,440.14285714285717,4.888945164894486,34.2226161542614,8.18457210862274,0.0,0.0,6.199285946121389,0.12,0.08163265306122448,0.04
R,B1524,23,2,261,11031,16,580,455.8125,6.994794980999684,111.91671969599494,17.499885735179852,0.0,6.273506059339741,9.282752106281517,0.24,0.14285714285714285,0.1
R,B1524,3,2,104,11031,20,628,441.25,5.8529658016135135,117.05931603227027,3.651707171611749,0.0,28.033643638739182,1.8949879544544976,0.24,0.14285714285714285,0.11
R,B1524,4,1,516,6035,11,323,428.6363636363636,4.054147396740119,44.59562136414131,6.441145281018028,0.0,20.28317418505104,1.9223753976670201,0.24,0.14285714285714285,0.1
R,B1524,5,2,316,11037,22,605,373.95454545454544,7.001128304486275,154.02482269869805,0.3131385044597637,0.0,0.0,0.02982271471045369,0.4,0.2857142857142857,0.18
R,B1524,6,1,89,6035,11,345,473.3636363636364,5.448547539773623,59.93402293750985,1.9531400038409832,0.0,0.0,0.7812560015363933,0.24,0.16326530612244897,0.09
R,B1524,7,2,165,11026,23,610,358.4782608695652,5.851012952583542,134.57329790942146,6.498704448977341,13.284696301323379,7.0537835086528675,2.174520996947812,0.2,0.20408163265306123,0.12
R,B1524,8,1,103,6027,10,347,472.7,5.010810100541936,50.10810100541936,5.563782525914957,0.0,16.899028305872413,1.8284768090846646,0.16,0.12244897959183673,0.08
R,B1524,9,2,440,11033,21,559,383.6666666666667,4.034421295815202,84.72284721211923,6.349137396053122,0.0,41.06147981624475,1.5228372843490132,0.24,0.16326530612244897,0.11
R,B1554,0,1,38,6063,12,361,436.0,6.964683843707069,83.57620612448483,0.0,0.0,0.0,0.0,0.28,0.1836734693877551,0.11
R,B1554,1,2,59,11029,20,645,442.65,5.981945838640226,119.63891677280452,5.112153477560387,0.0,52.599139434818,1.6388641438978853,0.24,0.1836734693877551,0.1
R,B1554,10,1,47,6030,9,351,563.5555555555555,5.97458556240637,53.771270061657326,3.161967665615142,0.0,51.75370226032736,0.7766290417981072,0.2,0.16326530612244897,0.06
R,B1554,11,2,150,11026,22,641,430.1818181818182,6.3586342596081415,139.88995371137912,2.77643601819426,0.0,13.265675969554186,1.492803376633832,0.4,0.2653061224489796,0.17
R,B1554,12,1,135,6040,13,356,383.46153846153845,7.258019152359474,94.35424898067316,6.457706452691407,0.0,0.0,2.4207344254987184,0.28,0.1836734693877551,0.1
R,B1554,13,2,83,11041,15,656,667.9333333333333,6.864679743604343,102.97019615406515,1.6140761125290521,0.0,0.0,0.44833184296774903,0.36,0.24489795918367346,0.1
R,B1554,14,1,48,6038,8,357,677.25,5.20839295377246,41.66714363017968,0.0,0.0,0.0,0.0,0.16,0.14285714285714285,0.07
R,B1554,15,2,103,11029,22,649,412.54545454545456,5.492163942572566,120.82760673659645,9.649730319628953,10.635058721183125,16.689321444106135,3.3186375769640897,0.24,0.20408163265306123,0.11
R,B1554,16,1,36,6021,11,354,438.27272727272725,6.500896286772905,71.50985915450195,0.0,0.0,0.0,0.0,0.24,0.14285714285714285,0.09
R,B1554,17,2,97,11027,15,656,633.8,8.23600420717098,123.54006310756469,0.0,0.0,0.0,0.0,0.44,0.2653061224489796,0.14
R,B1554,18,1,33,6006,11,360,480.1818181818182,6.215900573703714,68.37490631074085,2.773570617190458,0.0,0.0,0.8320711851571374,0.24,0.1836734693877551,0.1
R,B1554,19,2,96,11029,10,647,1031.7,8.439758045250269,84.39758045250268,4.833446415301606,0.0,0.0,2.9500632421378117,0.28,0.16326530612244897,0.08
R,B1554,2,1,50,6030,10,347,505.7,6.8139392649200445,68.13939264920045,1.447937951793993,0.0,0.0,0.9652919678626619,0.28,0.16326530612244897,0.09
R,B1554,20,1,78,6019,14,355,365.7857142857143,6.945122179779602,97.23171051691443,4.321571808390789,0.0,47.41049704553354,1.4385596378296122,0.28,0.16326530612244897,0.1
R,B1554,21,2,47,11037,12,656,854.5833333333334,7.051958368717454,84.62350042460945,1.7126900403350915,0.0,0.0,1.089893662031422,0.36,0.1836734693877551,0.11
R,B1554,22,1,30,6030,9,360,610.2222222222222,7.381386481498414,66.43247833348572,8.157319737800437,0.0,0.0,5.030043699927167,0.2,0.14285714285714285,0.07
R,B1554,23,2,76,11014,19,655,494.3157894736842,8.108849188688486,154.06813458508122,1.8360779859928071,0.0,0.0,1.2672986728920856,0.4,0.22448979591836735,0.14
R,B1554,3,2,42,11035,22,650,420.09090909090907,6.83174562280871,150.2984037017916,4.691831287806185,21.38150669887986,6.589062156819679,1.9865928049067134,0.24,0.20408163265306123,0.14
R,B1554,4,1,38,6033,12,361,415.0,6.241440434415459,74.89728521298551,0.0,0.0,0.0,0.0,0.28,0.20408163265306123,0.12
R,B1554,5,2,79,11031,16,646,583.125,9.860080278969852,157.76128446351763,3.3004644515898534,0.0,12.340333405499026,1.3735858044539717,0.32,0.22448979591836735,0.14
R,B1554,6,1,38,6028,12,359,453.25,5.667782755083031,68.01339306099636,2.823045680188537,0.0,0.0,1.2718064666116615,0.28,0.1836734693877551,0.11
R,B1554,7,2,149,11032,19,644,472.4736842105263,7.378296671119306,140.1876367512668,6.816184570445459,48.5019066642455,66.65153441074995,1.6034461181317963,0.36,0.2653061224489796,0.15
R,B1554,8,1,62,6027,11,333,403.3636363636364,8.861493910707289,97.47643301778017,5.476673427991886,0.0,39.01234567901235,1.8837052062204191,0.32,0.20408163265306123,0.1
R,B1554,9,2,54,11020,23,628,393.82608695652175,6.523743089804955,150.04609106551396,1.5912603625122943,0.0,73.11573636076947,0.10107042037630769,0.36,0.24489795918367346,0.16
R,B1720,0,1,78,6063,11,354,398.1818181818182,6.182446749334815,68.00691424268297,0.0,0.0,0.0,0.0,0.32,0.16326530612244897,0.11
R,B1720,1,2,87,11030,23,646,371.39130434782606,7.5485604875106915,173.6168912127459,1.7645431131734106,0.0,14.113389626055488,0.7489971768084196,0.4,0.2857142857142857,0.16
R,B1720,10,1,72,6027,10,350,504.4,6.289887592354703,62.89887592354703,0.0,0.0,0.0,0.0,0.28,0.1836734693877551,0.09
R,B1720,11,2,83,5833,9,340,561.6666666666666,5.862026431878372,52.75823788690535,2.341740850642928,0.0,100.0,0.292717606330366,0.28,0.16326530612244897,0.08
R,B1720,12,1,156,6042,13,360,376.3076923076923,6.965999072899157,90.55798794768904,0.4292722812755519,0.0,0.0,0.17886345053147998,0.32,0.1836734693877551,0.11
R,B1720,13,2,22,1918,4,116,432.5,5.51161751810414,22.04647007241656,13.448940269749517,0.0,0.0,13.448940269749519,0.12,0.08163265306122448,0.04
R,B1720,14,1,43,6036,10,362,544.8,7.477321114219987,74.77321114219987,3.118371675640398,0.0,0.0,0.6929714834756441,0.2,0.16326530612244897,0.1
R,B1720,15,2,71,11026,22,648,430.09090909090907,6.545033790762039,143.99074339676486,3.2566355648156535,0.0,6.335960438881162,1.2299106918184732,0.36,0.22448979591836735,0.15
R,B1720,16,1,114,6039,14,346,350.57142857142856,6.390974712681582,89.47364597754215,1.6676070465801516,0.0,0.0,1.0127168299069746,0.4,0.22448979591836735,0.13
R,B1720,17,2,196,11027,24,641,375.5833333333333,7.445001736355867,178.68004167254082,3.9552001234794187,13.036585365853659,6.975609756097561,1.6721311062858322,0.32,0.22448979591836735,0.14
R,B1720,18,1,675,6038,12,302,346.3333333333333,5.429337786076129,65.15205343291355,6.048210692099047,0.0,16.853526220614828,2.9852289630047966,0.2,0.10204081632653061,0.08
R,B1720,19,2,140,5214,15,300,261.0,6.4073064648827245,96.10959697324087,4.590403211092866,0.0,18.1637519872814,2.506450856204551,0.28,0.1836734693877551,0.1
R,B1720,2,1,65,6026,17,348,281.5882352941176,6.238088682567973,106.04750760365555,1.2664508042615417,100.0,0.0,0.4749190515980781,0.36,0.1836734693877551,0.14
R,B1720,20,1,89,6031,11,346,421.54545454545456,7.665526384204477,84.32079022624924,0.0,0.0,0.0,0.0,0.36,0.1836734693877551,0.1
R,B1720,21,2,148,4405,9,246,412.6666666666667,5.055581900680762,45.50023710612686,17.38354873451804,0.0,34.327202323330106,5.794376009693053,0.2,0.10204081632653061,0.06
R,B1720,22,1,165,6028,9,343,518.7777777777778,6.354386782768415,57.18948104491574,17.115549368173056,37.61927107774128,9.791959956202096,9.468368494324267,0.2,0.08163265306122448,0.06
R,B1720,23,2,24,2991,7,180,366.7142857142857,6.509918442460854,45.56942909722598,9.252045188936501,0.0,0.0,3.084015062978834,0.16,0.10204081632653061,0.07
R,B1720,3,2,139,11031,23,634,407.5217391304348,7.353486501701598,169.13018953913675,5.839306324743218,13.038784154140021,0.0,2.66567060477034,0.36,0.2653061224489796,0.15
R,B1720,4,1,67,6017,13,353,367.0,8.51624909344968,110.71123821484585,0.0,0.0,0.0,0.0,0.36,0.22448979591836735,0.13
R,B1720,5,2,92,2152,3,124,604.6666666666666,2.3806810127121616,7.142043038136485,0.0,0.0,0.0,0.0,0.08,0.061224489795918366,0.02
R,B1720,6,1,49,6035,17,358,274.6470588235294,7.344390083321251,124.85463141646127,3.2796101949025482,66.0408163265306,0.0,2.2615087545512957,0.36,0.22448979591836735,0.13
R,B1720,7,2,58,4069,11,243,275.6363636363636,6.293287185723682,69.2261590429605,2.753957783641161,0.0,48.26347305389221,0.7028364116094987,0.24,0.14285714285714285,0.09
R,B1720,8,1,67,6027,10,343,491.4,5.739078584563539,57.39078584563539,12.345679012345679,0.0,60.52197802197802,3.1615389640080998,0.16,0.12244897959183673,0.06
R,B1720,9,2,57,3096,8,184,321.25,7.920471594285114,63.36377275428091,0.0,0.0,0.0,0.0,0.32,0.14285714285714285,0.08
R,C1342,0,1,99,6055,13,317,342.0769230769231,9.252093293819845,120.27721281965799,0.0,0.0,0.0,0.0,0.28,0.22448979591836735,0.11
R,C1342,1,2,154,11036,21,629,448.23809523809524,8.647627674946081,181.6001811738677,1.9643046850100925,71.1736073553272,0.0,0.523371932433868,0.36,0.22448979591836735,0.17
R,C1342,10,1,121,6017,12,351,428.5,5.908083625536579,70.89700350643895,4.183020402390297,0.0,62.00338123415046,0.5247660652349313,0.28,0.20408163265306123,0.1
R,C1342,11,2,156,11035,18,562,393.6666666666667,7.1020114483801455,127.83620607084262,2.037987083063539,0.0,0.0,0.8769668150170862,0.32,0.20408163265306123,0.13
R,C1342,12,1,142,6035,13,334,394.3076923076923,5.310087475706534,69.03113718418494,12.36994407595266,0.0,29.859377053489286,5.236376641956041,0.2,0.12244897959183673,0.08
R,C1342,13,2,187,11043,19,623,478.2105263157895,7.931903511836608,150.70616672489555,5.073128378213124,0.0,0.0,2.33268248804972,0.36,0.22448979591836735,0.13
R,C1342,14,1,133,6022,15,337,275.6666666666667,5.532765165256811,82.99147747885218,7.217135947486613,0.0,47.032072762087125,3.448165239493621,0.24,0.20408163265306123,0.1
R,C1342,15,2,820,11027,18,581,442.27777777777777,7.051176192637087,126.92117146746756,2.0762984254121193,0.0,0.0,0.7744501851369718,0.36,0.22448979591836735,0.14
R,C1342,16,1,190,6031,12,343,401.75,6.572271288910314,78.86725546692377,0.0,0.0,0.0,0.0,0.24,0.1836734693877551,0.1
R,C1342,17,2,154,11030,24,611,301.2083333333333,7.198186132202164,172.75646717285193,1.881912826959048,0.0,13.231064237775646,0.6317497184334991,0.36,0.30612244897959184,0.17
R,C1342,18,1,158,6029,12,339,369.6666666666667,5.961444618275933,71.53733541931119,1.4038035904582342,0.0,0.0,0.7657110493408551,0.28,0.16326530612244897,0.1
R,C1342,19,2,542,11037,22,565,298.3636363636364,6.645753805202265,146.20658371444983,3.1434084907576683,0.0,41.737825986614354,0.941505995044778,0.28,0.24489795918367346,0.13
R,C1342,2,1,158,6032,13,344,386.3076923076923,7.294549585724161,94.82914461441409,1.6825965750696934,0.0,0.0,0.2804327625116156,0.28,0.14285714285714285,0.1
R,C1342,20,1,104,6031,16,352,305.4375,7.9187355475744825,126.69976876119172,0.9071686788077212,0.0,0.0,0.24191164768205897,0.36,0.2653061224489796,0.14
R,C1342,21,2,111,11039,19,627,446.2631578947368,6.22152478883263,118.20897098781997,2.0560600699768052,0.0,73.19949012109625,0.3323024640396972,0.44,0.22448979591836735,0.16
R,C1342,22,1,155,6024,11,313,313.6363636363636,6.701373790122013,73.71511169134214,0.0,0.0,0.0,0.0,0.2,0.1836734693877551,0.09
R,C1342,23,2,201,11029,22,560,305.27272727272725,8.165738577804623,179.6462487117017,1.5364871380356788,0.0,10.982925703737886,0.7589416548831166,0.4,0.20408163265306123,0.17
R,C1342,3,2,118,11037,17,636,560.3529411764706,6.566425295320153,111.6292300204426,5.013909300860802,48.49515833551426,47.422140800837475,0.5506311673315137,0.32,0.22448979591836735,0.13
R,C1342,4,1,156,6039,11,341,463.72727272727275,7.7443210517960805,85.18753156975689,6.100764555969418,0.0,0.0,1.7823956087041757,0.28,0.16326530612244897,0.1
R,C1342,5,2,601,11035,11,587,832.9090909090909,8.274787041930098,91.02265746123109,0.0,0.0,0.0,0.0,0.32,0.16326530612244897,0.11
