class,file,number,odd,gap,elapsed,fixNum,gazes,fixavglen,sacavglen,saclen,rec,det,lam,corm,coverage5,coverage7,coverage10
R,C1342,6,1,151,6033,15,339,309.4,6.516794817793111,97.75192226689667,1.8946039954443317,0.0,0.0,0.4921748919347959,0.32,0.1836734693877551,0.12
R,C1342,7,2,156,11033,19,623,496.4736842105263,7.238470209889728,137.53093398790483,3.145576404348799,0.0,0.0,1.4561108689876492,0.28,0.24489795918367346,0.13
R,C1342,8,1,157,6029,10,340,508.9,6.981712819295953,69.81712819295953,3.7946769721185123,0.0,0.0,2.1018463934557468,0.24,0.14285714285714285,0.08
R,C1342,9,2,152,11036,22,624,420.5,7.096083200441061,156.11383040970335,2.4630541871921183,0.0,0.0,1.1190308285603003,0.36,0.24489795918367346,0.15
R,C1730,0,1,99,6079,14,349,317.2142857142857,9.293863226921536,130.1140851769015,2.5167581798971126,0.0,0.0,0.541484739430455,0.28,0.20408163265306123,0.1
R,C1730,1,2,93,11033,23,621,382.2608695652174,9.136311544060161,210.1351655133837,1.690069484655472,0.0,0.0,0.6793365869798991,0.4,0.2653061224489796,0.15
R,C1730,10,1,113,6031,10,331,375.4,5.9013181272587385,59.01318127258739,2.7644586515124607,0.0,0.0,0.9214862171708202,0.24,0.1836734693877551,0.08
R,C1730,11,2,957,11017,18,489,305.6666666666667,8.075212726715392,145.35382908087706,4.647507858105074,39.797561536691966,0.0,3.2982029812373983,0.28,0.1836734693877551,0.11
R,C1730,12,1,359,6037,14,318,305.2857142857143,8.371198991335005,117.19678587869006,10.318203088441741,28.710971568114424,0.0,4.896539693703223,0.24,0.1836734693877551,0.09
R,C1730,13,2,664,11037,18,517,333.72222222222223,10.079105251138978,181.42389452050162,2.367825771893575,39.90901571546733,9.34656741108354,0.6978018148377066,0.36,0.2653061224489796,0.12
R,C1730,14,1,153,6028,13,318,278.3076923076923,5.921728170640974,76.98246621833266,5.219274000368528,0.0,24.80141218005296,1.2758353295252134,0.16,0.1836734693877551,0.07
R,C1730,15,2,341,11033,16,546,386.25,10.661475420859713,170.5836067337554,2.441208198489752,0.0,25.850640742377376,0.8275440489032722,0.32,0.20408163265306123,0.12
R,C1730,16,1,82,6027,14,347,319.57142857142856,7.893753330433962,110.51254662607548,6.7346377359788185,0.0,23.602246617309163,3.8478731818025516,0.28,0.22448979591836735,0.1
R,C1730,17,2,229,11037,21,573,337.8095238095238,8.857953677173843,186.01702722065068,5.525796447702284,21.262755102040817,17.340561224489797,1.3276360304482662,0.4,0.24489795918367346,0.15
R,C1730,18,1,91,6037,13,344,303.84615384615387,9.056417778511069,117.7334311206439,1.6940928270042195,0.0,100.0,0.1411744022503516,0.4,0.24489795918367346,0.11
R,C1730,19,2,539,11025,17,558,438.6470588235294,7.415333494092672,126.06066939957543,3.736422153681105,0.0,0.0,1.2514457891913637,0.32,0.1836734693877551,0.12
R,C1730,2,1,86,6032,14,341,338.5,10.469740592757562,146.57636829860587,3.5450516986706058,0.0,0.0,0.9059909525765678,0.28,0.1836734693877551,0.13
R,C1730,20,1,3090,6036,5,146,292.4,5.657291487637344,28.28645743818672,0.0,0.0,0.0,0.0,0.12,0.08163265306122448,0.04
R,C1730,21,2,144,11024,22,513,251.6818181818182,8.475311385591219,186.45685048300683,6.021827188523956,11.753784632962011,34.57583547557841,1.1999261205897085,0.36,0.22448979591836735,0.13
R,C1730,22,1,203,6032,12,301,308.6666666666667,6.849715423693728,82.19658508432474,6.516296878067937,0.0,0.0,2.124796958392089,0.16,0.10204081632653061,0.09
R,C1730,23,2,1816,11027,17,520,345.52941176470586,11.501396756878139,195.52374486692835,6.779877425944841,0.0,39.67357187696171,1.7983114147088866,0.44,0.22448979591836735,0.14
R,C1730,3,2,447,11033,18,574,472.3333333333333,9.074855579424941,163.34740042964893,4.45985027744337,0.0,0.0,1.587129102128626,0.32,0.22448979591836735,0.14
R,C1730,4,1,119,5925,13,332,368.61538461538464,10.191106921293741,132.48438997681865,0.693864774624374,0.0,0.0,0.23128825820812465,0.36,0.20408163265306123,0.12
R,C1730,5,2,61,2233,5,129,358.4,9.235704123551823,46.17852061775911,0.0,0.0,0.0,0.0,0.2,0.10204081632653061,0.05
R,C1730,6,1,118,6034,11,349,478.0,5.071420153656751,55.78562169022426,11.504374286801065,31.45974541246487,18.118697305339726,6.097755800684671,0.16,0.10204081632653061,0.06
R,C1730,7,2,72,11031,23,630,405.7391304347826,7.1866042053586465,165.29189672324887,3.86110353427113,23.17396240696354,0.0,1.401447255156876,0.36,0.22448979591836735,0.15
R,C1730,8,1,675,6030,9,238,308.6666666666667,6.672617057915618,60.05355352124056,4.35565154787617,0.0,0.0,1.6333693304535637,0.16,0.10204081632653061,0.06
R,C1730,9,2,320,11015,22,580,306.8181818181818,11.395514580647573,250.7013207742466,2.5876543209876544,0.0,6.243184296619411,0.9308809943730578,0.36,0.2857142857142857,0.14
R,D1718,0,1,83,6069,15,318,292.4,4.819944953614595,72.29917430421892,5.58921242915771,0.0,0.0,3.714043757037699,0.2,0.1836734693877551,0.11
R,D1718,1,2,134,11038,16,558,583.5,6.622619324846884,105.96190919755014,2.7185089974293057,0.0,19.72681901759916,0.5720746453394269,0.32,0.20408163265306123,0.14
R,D1718,10,1,135,6015,7,322,778.0,6.406742267608395,44.84719587325877,16.400416207614153,68.29632394103376,0.0,8.836760925449871,0.16,0.08163265306122448,0.04
R,D1718,11,2,165,11030,16,591,549.125,7.091936607021452,113.47098571234324,2.6443584490477274,0.0,0.0,1.251637706452184,0.28,0.1836734693877551,0.09
R,D1718,12,1,152,6032,14,280,340.57142857142856,6.630129177767263,92.82180848874168,3.8687403200826016,0.0,0.0,1.5427058099360629,0.28,0.14285714285714285,0.09
R,D1718,13,2,255,11037,22,480,358.27272727272725,7.59479476418199,167.08548481200378,2.2468312369352716,0.0,0.0,1.0434521436080142,0.4,0.2653061224489796,0.17
R,D1718,14,1,89,6028,12,314,416.3333333333333,7.489876180097645,89.87851416117174,3.3153795763883833,0.0,0.0,2.108794473595405,0.28,0.16326530612244897,0.12
R,D1718,15,2,124,11034,16,556,613.375,7.5286118523704815,120.4577896379277,4.657971605189864,0.0,0.0,2.155288363562258,0.32,0.16326530612244897,0.11
R,D1718,16,1,150,6031,12,326,430.5,6.749456788781747,80.99348146538097,1.4095660437123851,0.0,100.0,0.12814236761021683,0.28,0.1836734693877551,0.11
R,D1718,17,2,106,11021,20,625,480.45,7.620964559652434,152.41929119304868,3.8275520208576395,21.093302804808243,0.0,2.124825842808378,0.4,0.22448979591836735,0.14
R,D1718,18,1,118,6033,10,349,514.0,7.653628113131083,76.53628113131083,0.0,0.0,0.0,0.0,0.28,0.1836734693877551,0.1
R,D1718,19,2,208,11035,18,625,532.9444444444445,7.758129696226866,139.64633453208359,3.8514603172656527,0.0,0.0,2.1373355788191866,0.32,0.22448979591836735,0.12
R,D1718,2,1,218,6040,11,245,416.09090909090907,7.322710978106183,80.54982075916801,0.0,0.0,0.0,0.0,0.28,0.16326530612244897,0.09
R,D1718,20,1,102,6032,10,289,475.5,6.609894015437571,66.09894015437571,3.4606846594228293,0.0,0.0,1.7193078111409692,0.28,0.14285714285714285,0.09
R,D1718,21,2,206,11016,13,553,731.1538461538462,8.1101249804803,105.43162474624391,14.877257583727863,19.54740998291001,0.0,7.825486586007364,0.2,0.14285714285714285,0.09
R,D1718,22,1,85,6016,14,280,309.14285714285717,5.181127319083804,72.53578246717325,6.601023745201194,53.338718362951,98.29025309639204,1.7871791225978628,0.4,0.20408163265306123,0.11
R,D1718,23,2,156,11034,21,514,423.5238095238095,7.01282575202174,147.26934079245655,7.742298178547335,0.0,23.81643915190241,3.8323026759613223,0.28,0.1836734693877551,0.12
R,D1718,3,2,669,11032,13,415,679.7692307692307,7.018045764788378,91.23459494224892,13.174719927577232,0.0,29.833225968076732,6.720559390441704,0.32,0.16326530612244897,0.1
R,D1718,4,1,135,6037,12,271,383.9166666666667,6.580430777069722,78.96516932483667,1.7818734337075992,0.0,36.76633444075304,0.3668510190206423,0.28,0.1836734693877551,0.1
R,D1718,5,2,148,11030,21,448,357.8095238095238,7.055415974366228,148.16373546169078,3.5220920947564545,0.0,28.18817305875685,1.1520827788128827,0.36,0.24489795918367346,0.15
R,D1718,6,1,116,6040,13,258,365.7692307692308,6.517547874413205,84.72812236737167,9.56186470382054,0.0,46.40762463343109,4.758733496903844,0.2,0.14285714285714285,0.1
R,D1718,7,2,132,11041,23,526,345.39130434782606,5.172644625670806,118.97082639042854,4.111736702371144,21.72279432229335,24.144169217923743,1.9181273043536158,0.28,0.24489795918367346,0.15
R,D1718,8,1,132,6032,13,322,332.7692307692308,7.641618293454736,99.34103781491157,1.2810140237324703,0.0,0.0,0.6405070118662352,0.32,0.16326530612244897,0.1
R,D1718,9,2,164,11029,23,424,373.2173913043478,7.018043549288848,161.4150016336435,1.539333220367703,0.0,25.834193326453388,0.641665639706392,0.36,0.2653061224489796,0.16
S,A1025,0,1,76,6126,10,352,507.1,7.76197436137101,77.6197436137101,4.855496395626548,0.0,22.157039711191338,2.2828915815177564,0.24,0.16326530612244897,0.07
S,A1025,1,2,230,11036,19,594,495.5263157894737,6.6411627104492394,126.18209149853554,2.040479140850888,0.0,0.0,1.0139454377372592,0.32,0.22448979591836735,0.16
S,A1025,10,1,85,3542,10,203,275.3,5.245521921252774,52.45521921252774,3.289340921015458,0.0,0.0,2.9238585964581847,0.2,0.12244897959183673,0.09
S,A1025,11,2,23,1364,2,83,610.0,1.866628299582413,3.733256599164826,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.02
S,A1025,12,1,24,1496,2,90,716.0,1.1805993592491728,2.3611987184983456,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.02
S,A1025,13,2,26,946,1,57,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.01
S,A1025,14,1,83,1645,2,91,701.0,1.6193507427775862,3.2387014855551723,0.0,0.0,0.0,0.0,0.04,0.04081632653061224,0.01
S,A1025,15,2,22,1069,2,64,502.0,2.112231668746756,4.224463337493512,0.0,0.0,0.0,0.0,0.08,0.04081632653061224,0.02
S,A1025,16,1,171,1855,4,97,349.75,4.8717296264327725,19.48691850573109,0.0,0.0,0.0,0.0,0.12,0.08163265306122448,0.04
S,A1025,17,2,22,1094,3,66,300.0,2.909416950102931,8.728250850308793,0.0,0.0,0.0,0.0,0.12,0.061224489795918366,0.03
S,A1025,18,1,140,1384,3,76,419.3333333333333,3.6610748507280824,10.983224552184247,0.0,0.0,0.0,0.0,0.08,0.061224489795918366,0.03
S,A1025,19,2,20,976,1,59,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.01
S,A1025,2,1,156,2117,6,117,246.66666666666666,6.862587716229572,41.17552629737743,0.0,0.0,0.0,0.0,0.16,0.10204081632653061,0.05
S,A1025,20,1,1049,6051,6,179,581.6666666666666,5.748734977381058,34.492409864286344,0.0,0.0,0.0,0.0,0.12,0.061224489795918366,0.05
S,A1025,21,2,119,7358,8,320,826.875,4.996754263992907,39.974034111943254,10.426519814274917,0.0,87.96603148301574,2.56498064078239,0.12,0.08163265306122448,0.05
S,A1025,22,1,178,6041,12,224,410.5,6.3691514059311345,76.42981687117361,11.715203189015613,0.0,0.0,4.947269170500263,0.16,0.12244897959183673,0.08
S,A1025,23,2,100,3461,7,153,390.14285714285717,5.711779532316084,39.98245672621258,8.226534846820456,0.0,0.0,4.113267423410228,0.12,0.10204081632653061,0.05
S,A1025,3,2,117,2062,4,116,400.75,6.169138471431438,24.676553885725752,0.0,0.0,0.0,0.0,0.16,0.061224489795918366,0.04
S,A1025,4,1,2156,3265,2,58,1597.0,0.9393767804951862,1.8787535609903725,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.01
S,A1025,5,2,20,1309,2,79,628.0,2.5822355981237317,5.164471196247463,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.02
S,A1025,6,1,753,2037,1,51,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.01
S,A1025,7,2,24,854,2,52,398.0,2.4143201463307196,4.828640292661439,0.0,0.0,0.0,0.0,0.08,0.04081632653061224,0.02
S,A1025,8,1,1527,727,0,7,0,0,0.0,0,0,0,0,0.0,0.0,0.0
S,A1025,9,2,27,1355,1,82,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.01
S,A1345,0,1,635,6085,10,306,392.3,6.441217719570811,64.41217719570811,11.139434106551109,0.0,29.659293160437326,5.884574352583529,0.28,0.14285714285714285,0.08
S,A1345,1,2,751,11045,19,546,380.5263157894737,7.225533172147789,137.285130270808,5.1859535884432155,0.0,0.0,1.7777436265218653,0.28,0.16326530612244897,0.11
S,A1345,10,1,335,6038,14,291,270.14285714285717,6.851143195906709,95.91600474269393,7.189927999023715,0.0,0.0,3.2567847073806475,0.16,0.14285714285714285,0.1
S,A1345,11,2,254,3972,7,221,422.14285714285717,4.337358843139692,30.361511901977845,5.465313028764805,0.0,100.0,0.9108855047941342,0.16,0.061224489795918366,0.07
S,A1345,12,1,137,3672,7,217,379.7142857142857,6.253680677347871,43.7757647414351,5.348633057436669,0.0,0.0,3.565755371624446,0.16,0.10204081632653061,0.07
S,A1345,13,2,224,3248,9,176,273.22222222222223,6.5920954498954245,59.32885904905882,13.303172021146809,0.0,56.572411157814294,3.4204707198047988,0.16,0.10204081632653061,0.06
S,A1345,14,1,145,3671,9,192,264.77777777777777,4.0371534805162135,36.334381324645925,12.757028955098615,40.46052631578948,100.74013157894737,4.71044901384809,0.12,0.08163265306122448,0.06
S,A1345,15,2,42,2571,5,151,308.6,6.479628383930037,32.398141919650186,0.0,0.0,0.0,0.0,0.2,0.08163265306122448,0.05
S,A1345,16,1,357,5844,13,313,273.46153846153845,5.370763635834724,69.8199272658514,8.007501172058134,0.0,13.553864168618267,3.074308485700891,0.2,0.16326530612244897,0.08
S,A1345,17,2,181,5206,12,290,336.25,5.6139147081452885,67.36697649774347,9.724005857834854,40.43095458758109,33.78127896200185,4.304894159574795,0.24,0.14285714285714285,0.1
S,A1345,18,1,152,2341,9,127,176.22222222222223,3.788554433188219,34.09698989869397,8.53562421185372,0.0,32.96398891966759,1.7821957755359394,0.08,0.10204081632653061,0.06
S,A1345,19,2,139,1574,3,83,363.0,2.279886478319839,6.8396594349595174,0.0,0.0,0.0,0.0,0.04,0.061224489795918366,0.02
S,A1345,2,1,154,6030,13,343,320.84615384615387,8.59247091815526,111.70212193601839,2.2376728202669223,0.0,0.0,0.6090332720637204,0.28,0.14285714285714285,0.11
S,A1345,20,1,138,6025,15,334,265.1333333333333,4.5573635247881015,68.36045287182152,6.7189913430798525,0.0,50.855386260358195,1.8618536174842077,0.24,0.22448979591836735,0.11
S,A1345,21,2,527,4781,7,210,352.7142857142857,7.011238688559335,49.078670819915345,0.0,0.0,0.0,0.0,0.2,0.10204081632653061,0.07
S,A1345,22,1,219,1922,4,94,300.0,7.565993466289548,30.263973865158192,12.944444444444445,0.0,0.0,8.62962962962963,0.12,0.061224489795918366,0.03
S,A1345,23,2,53,2136,5,122,262.6,5.452162464917935,27.260812324589672,7.063975628332065,0.0,99.99999999999999,1.765993907083016,0.12,0.08163265306122448,0.05
S,A1345,3,2,426,11037,26,589,308.2692307692308,6.331777218156512,164.6262076720693,5.21072988147224,21.779523034192128,4.855856718705105,2.0447660636306924,0.28,0.1836734693877551,0.14
S,A1345,4,1,42,6038,13,356,343.61538461538464,7.3899040231095245,96.06875230042382,6.12081187971047,0.0,23.377019201462968,2.159820162674427,0.12,0.16326530612244897,0.07
S,A1345,5,2,509,11042,19,564,428.10526315789474,6.4473387209730655,122.49943569848824,7.174275332623009,9.729626808834729,41.274752475247524,2.0061348948325426,0.32,0.16326530612244897,0.12
S,A1345,6,1,565,6026,14,292,244.85714285714286,5.937066095606402,83.11892533848962,8.78736199623014,27.553626149131766,24.75740551583248,3.8962114987606418,0.2,0.16326530612244897,0.09
S,A1345,7,2,313,11031,23,611,301.2173913043478,5.01998987376705,115.45976709664214,8.474175939533907,22.297925054196345,21.709507587488385,3.6012086538278014,0.32,0.1836734693877551,0.11
S,A1345,8,1,289,6033,13,336,316.9230769230769,6.503370914307433,84.54382188599662,1.5493527508090614,0.0,0.0,0.6121898597626753,0.28,0.1836734693877551,0.11
S,A1345,9,2,188,10539,20,605,423.65,7.027747918405784,140.55495836811568,3.313932180859324,15.745079662605434,40.8622305529522,0.7453691095685072,0.28,0.20408163265306123,0.15
S,A1636,0,1,46,6060,12,356,436.1666666666667,9.618247654581596,115.41897185497916,1.4468336401848056,0.0,0.0,0.5261213237035657,0.28,0.1836734693877551,0.1
S,A1636,1,2,123,11028,23,630,398.8695652173913,6.633576885638895,152.5722683696946,11.271478684820739,14.387445602004483,33.746538309376234,3.1423696504854717,0.24,0.22448979591836735,0.13
S,A1636,10,1,152,6026,6,352,888.3333333333334,5.687067570768811,34.122405424612865,0.0,0.0,0.0,0.0,0.2,0.12244897959183673,0.06
S,A1636,11,2,103,3010,6,176,436.1666666666667,6.055615990211533,36.3336959412692,0.0,0.0,0.0,0.0,0.16,0.10204081632653061,0.06
S,A1636,12,1,130,4428,8,263,472.375,7.312380426293243,58.49904341034594,3.7727289910407134,0.0,0.0,1.616883853303163,0.16,0.10204081632653061,0.07
S,A1636,13,2,187,2237,4,125,473.75,4.1363998605590915,16.545599442236366,13.966578715919084,0.0,0.0,9.31105247727939,0.08,0.08163265306122448,0.03
S,A1636,14,1,170,6035,10,340,509.0,6.830764222335269,68.30764222335269,4.848286400349268,0.0,0.0,2.485871595236363,0.24,0.14285714285714285,0.07
S,A1636,15,2,74,3549,6,210,537.3333333333334,6.754807852228161,40.52884711336897,8.722084367245657,0.0,37.90896159317212,3.9106699751861043,0.12,0.08163265306122448,0.04
S,A1636,16,1,140,6040,10,343,449.4,9.138784589765212,91.38784589765211,4.260000988972951,0.0,0.0,2.9908190344327417,0.28,0.14285714285714285,0.1
S,A1636,17,2,27,2520,5,152,415.0,6.051576837563955,30.257884187819776,8.397590361445783,0.0,0.0,4.198795180722891,0.12,0.061224489795918366,0.04
S,A1636,18,1,416,6028,11,330,414.72727272727275,8.447180187995986,92.91898206795585,1.5694870670758438,0.0,0.0,1.2555896536606752,0.28,0.1836734693877551,0.1
S,A1636,19,2,110,8757,18,480,356.6666666666667,10.301761059509813,185.43169907117664,3.8501007879787426,0.0,0.0,2.6793972124308767,0.44,0.24489795918367346,0.15
S,A1636,2,1,85,6035,12,335,337.3333333333333,7.001361451534379,84.01633741841255,7.590729428674092,0.0,38.43195266272189,2.9027700650050634,0.2,0.1836734693877551,0.07
S,A1636,20,1,222,4707,10,231,279.1,8.627511350823085,86.27511350823085,18.639277041283492,0.0,67.1507902605724,7.123425826399671,0.2,0.12244897959183673,0.06
S,A1636,21,2,37,1869,3,110,508.3333333333333,3.9700125540992293,11.910037662297688,0.0,0.0,0.0,0.0,0.08,0.04081632653061224,0.03
S,A1636,22,1,125,6029,9,331,447.44444444444446,7.62882816526827,68.65945348741442,0.0,0.0,0.0,0.0,0.24,0.16326530612244897,0.08
S,A1636,23,2,126,3565,8,198,325.75,5.987759378475979,47.90207502780783,2.0831049227058434,0.0,100.0,0.29758641752940623,0.2,0.12244897959183673,0.06
S,A1636,3,2,406,11022,21,607,411.0,7.829821109430041,164.42624329803087,3.309581740238675,0.0,37.78225100647646,1.598569111342834,0.32,0.24489795918367346,0.17
S,A1636,4,1,43,5195,13,309,320.6923076923077,8.167912713309649,106.18286527302544,3.72591348844647,0.0,0.0,2.9175328482716347,0.28,0.16326530612244897,0.12
S,A1636,5,2,105,3259,5,179,532.2,8.332598897287797,41.66299448643898,7.7978203682826,0.0,0.0,3.8989101841413003,0.16,0.10204081632653061,0.05
S,A1636,6,1,318,6039,11,330,444.54545454545456,8.51657737051771,93.68235107569483,3.2842535787321063,0.0,35.24283935242839,1.2658486707566463,0.32,0.14285714285714285,0.09
S,A1636,7,2,150,4517,5,251,702.6,6.172259608598957,30.861298042994786,0.0,0.0,0.0,0.0,0.16,0.10204081632653061,0.05
S,A1636,8,1,165,2531,4,140,479.0,6.085635544065887,24.34254217626355,0.0,0.0,0.0,0.0,0.16,0.08163265306122448,0.04
S,A1636,9,2,149,2360,5,126,341.6,6.595655639310769,32.978278196553845,15.881147540983607,100.0,0.0,11.910860655737705,0.08,0.08163265306122448,0.04
S,A1708,0,1,139,6050,13,355,387.6923076923077,7.67022809574543,99.7129652446906,6.15244708994709,0.0,0.0,3.5518628747795415,0.28,0.1836734693877551,0.1
S,A1708,1,2,255,11034,27,607,304.6296296296296,6.9285660242106815,187.0712826536884,5.86953472059855,0.0,38.11344805608668,2.064818978075934,0.36,0.2653061224489796,0.18
S,A1708,10,1,38,6036,11,360,490.54545454545456,6.494353345104968,71.43788679615464,6.960711638250556,0.0,0.0,2.146590066716086,0.28,0.16326530612244897,0.09
S,A1708,11,2,305,11021,22,619,405.72727272727275,7.04179069586807,154.91939530909752,3.5706283409621973,21.783953384132676,23.875691020469148,1.6632345671108835,0.4,0.24489795918367346,0.14
S,A1708,12,1,105,6044,11,356,484.27272727272725,8.909461522053574,98.00407674258932,8.980664539140228,0.0,47.35576923076923,4.003003566735498,0.2,0.14285714285714285,0.06
S,A1708,13,2,188,11041,22,637,407.6363636363636,7.89779340577559,173.75145492706298,12.909923112866913,66.44182124789208,0.0,4.650447749721358,0.28,0.20408163265306123,0.1
S,A1708,14,1,141,6027,8,355,705.125,6.74358862130747,53.94870897045976,0.0,0.0,0.0,0.0,0.2,0.12244897959183673,0.07
S,A1708,15,2,121,11021,17,635,576.6470588235294,8.369345247784002,142.27886921232803,11.114582270733449,0.0,5.638731142086847,4.87378704223197,0.32,0.1836734693877551,0.11
S,A1708,16,1,57,6027,11,353,467.90909090909093,6.450574062337347,70.95631468571082,3.969302506314358,0.0,0.0,0.7938605012628716,0.32,0.1836734693877551,0.09
S,A1708,17,2,156,11019,22,635,398.8181818181818,7.654525229290422,168.39955504438927,3.357321957732261,0.0,0.0,1.6667467838134418,0.44,0.24489795918367346,0.14
S,A1708,18,1,24,6040,12,363,441.6666666666667,8.553415982234641,102.6409917868157,8.957118353344768,37.49521256223669,0.0,5.1423670668953685,0.24,0.12244897959183673,0.08
S,A1708,19,2,183,11026,26,638,333.1923076923077,8.095588087128139,210.48529026533163,5.5703566893685785,44.23076923076923,0.0,2.077155719727577,0.4,0.22448979591836735,0.16
S,A1708,2,1,122,6018,13,356,389.0769230769231,7.7474252830478925,100.7165286796226,0.0,0.0,0.0,0.0,0.36,0.20408163265306123,0.13
S,A1708,20,1,354,6022,8,334,554.75,7.4559107687112265,59.64728614968981,0.0,0.0,0.0,0.0,0.28,0.16326530612244897,0.08
S,A1708,21,2,560,11026,19,611,449.6842105263158,9.12146186503973,173.30777543575488,3.5385455680399502,0.0,0.0,1.6748089772044203,0.56,0.2653061224489796,0.17
S,A1708,22,1,505,6035,9,317,521.4444444444445,6.6008882415101855,59.40799417359167,1.4756019603665034,0.0,0.0,0.5533507351374387,0.2,0.12244897959183673,0.08
S,A1708,23,2,206,11027,16,621,554.4375,10.137664191498562,162.202627063977,10.66847029647165,31.135531135531135,0.0,5.162188905171658,0.24,0.16326530612244897,0.1
S,A1708,3,2,184,11031,18,643,544.0555555555555,6.792137235923058,122.25847024661505,5.562196286663343,30.043196544276455,30.8207343412527,1.2725705848079467,0.28,0.1836734693877551,0.13
S,A1708,4,1,153,6029,10,354,523.6,8.439364909363157,84.39364909363157,0.0,0.0,0.0,0.0,0.32,0.1836734693877551,0.1
S,A1708,5,2,107,11040,19,640,473.7368421052632,8.901340302296427,169.1254657436321,6.841215173622683,0.0,0.0,3.1805450971839893,0.36,0.22448979591836735,0.14
S,A1708,6,1,378,6028,15,323,307.6,6.192720098961697,92.89080148442545,4.069911449625364,0.0,0.0,2.5300107038914397,0.28,0.16326530612244897,0.11
S,A1708,7,2,140,11033,19,627,475.05263157894734,8.330815179293886,158.28548840658382,3.555777137651722,46.52934048814264,0.0,1.2454418374353378,0.28,0.22448979591836735,0.14
S,A1708,8,1,111,6027,13,338,344.9230769230769,7.944753172293185,103.2817912398114,2.1929824561403506,0.0,0.0,0.7147326295965903,0.32,0.20408163265306123,0.1
S,A1708,9,2,465,11027,23,612,382.0869565217391,8.545209166037356,196.5398108188592,0.9284354698555881,0.0,0.0,0.5189505223125449,0.4,0.30612244897959184,0.17
S,A1758,0,1,126,6048,12,319,408.8333333333333,4.521308480217794,54.255701762613526,8.162546788718823,0.0,78.46765039727582,1.526550386943968,0.24,0.14285714285714285,0.09
S,A1758,1,2,141,11038,27,605,319.18518518518516,7.2247447840016115,195.06810916804352,6.39805773247407,0.0,14.334542410714286,2.5543584983130123,0.36,0.20408163265306123,0.14
S,A1758,10,1,72,3065,7,178,374.42857142857144,4.553830504040744,31.876813528285208,2.8360676586544575,0.0,0.0,1.4180338293272288,0.2,0.10204081632653061,0.07
S,A1758,11,2,42,2280,4,137,409.25,5.957547299837025,23.8301891993481,21.11586234982692,0.0,0.0,14.07724156655128,0.12,0.061224489795918366,0.04
S,A1758,12,1,97,1647,1,92,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02040816326530612,0.01
S,A1758,13,2,36,1169,2,70,459.0,3.0753776205457224,6.150755241091445,0.0,0.0,0.0,0.0,0.08,0.04081632653061224,0.02
S,A1758,14,1,63,5707,12,324,372.8333333333333,5.906477641302806,70.87773169563367,9.789897183728208,43.31672893316728,0.0,3.312619838405184,0.2,0.16326530612244897,0.07
S,A1758,15,2,65,4400,9,253,391.0,6.962911516756553,62.66620365080898,11.576442171071328,0.0,34.12089598036208,6.827223643080421,0.24,0.16326530612244897,0.07
S,A1758,16,1,39,6033,11,358,476.1818181818182,8.284799487251952,91.13279435977148,9.536082474226804,0.0,0.0,5.231767850324552,0.2,0.14285714285714285,0.07
S,A1758,17,2,61,1785,4,102,338.75,3.419486460185276,13.677945840741105,18.696186961869618,0.0,100.0,6.232062320623206,0.16,0.061224489795918366,0.04
S,A1758,18,1,116,2424,4,123,334.25,3.814905512007472,15.259622048029888,22.837197706307656,0.0,100.0,7.612399235435885,0.08,0.061224489795918366,0.03
S,A1758,19,2,63,1260,2,74,432.0,2.091693928083233,4.183387856166466,0.0,0.0,0.0,0.0,0.08,0.04081632653061224,0.02
S,A1758,2,1,43,6037,13,360,376.7692307692308,7.8065086924991585,101.48461300248906,1.3321763985300124,0.0,0.0,0.22202939975500205,0.36,0.20408163265306123,0.11
S,A1758,20,1,68,6028,14,346,291.64285714285717,7.189699807201342,100.65579730081879,7.208123740085533,35.2848928384736,45.85729221118662,2.130931108492856,0.28,0.20408163265306123,0.12
S,A1758,21,2,405,6927,10,359,509.3,5.200959547084581,52.00959547084581,4.258568405436656,0.0,0.0,0.9463485345414792,0.2,0.10204081632653061,0.09
S,A1758,22,1,75,3209,5,186,534.8,5.017724694663678,25.08862347331839,0.0,0.0,0.0,0.0,0.16,0.08163265306122448,0.05
S,A1758,23,2,52,2419,4,143,552.25,4.630355650800425,18.5214226032017,0.0,0.0,0.0,0.0,0.12,0.08163265306122448,0.04
S,A1758,3,2,161,11028,22,648,423.95454545454544,6.568202494323432,144.5004548751155,7.363670245625858,0.0,17.666227553213616,3.637040392083355,0.44,0.24489795918367346,0.17
S,A1758,4,1,53,4591,10,272,334.2,6.6101322273179575,66.10132227317958,0.0,0.0,0.0,0.0,0.24,0.14285714285714285,0.09
S,A1758,5,2,80,3759,8,223,367.125,8.271192195367489,66.16953756293991,4.800817160367722,0.0,0.0,4.800817160367722,0.24,0.10204081632653061,0.06
