1476641546896,1094,589
1476641546927,1095,590
1476641546941,1095,590
1476641546958,1095,591
1476641546968,1097,591
1476641546988,1097,591
1476641547008,1100,592
1476641547019,1101,593
1476641547039,1100,594
1476641547050,1102,594
1476641547069,1103,595
1476641547078,1105,596
1476641547100,1105,599
1476641547129,1106,598
1476641547129,1100,599
1476641547150,815,583
1476641547179,818,494
1476641547179,818,482
1476641547209,811,496
1476641547220,802,507
1476641547240,798,500
1476641547250,793,510
1476641547270,792,517
1476641547290,791,511
1476641547300,788,517
1476641547320,788,515
1476641547329,788,520
1476641547350,789,522
1476641547380,791,519
1476641547381,792,515
1476641547410,791,515
1476641547430,790,515
1476641547430,790,516
1476641547460,786,518
1476641547471,773,525
1476641547491,765,526
1476641547501,-378,0
1476641547520,-378,0
1476641547530,-378,0
1476641547551,756,528
1476641547583,746,530
1476641547584,739,532
1476641547602,731,533
1476641547633,725,532
1476641547634,717,535
1476641547661,708,533
1476641547661,701,537
1476641547692,693,537
1476641547703,687,538
1476641547723,680,539
1476641547743,675,539
1476641547754,669,539
1476641547774,664,536
1476641547784,661,535
1476641547804,656,533
1476641547813,652,535
1476641547834,649,535
1476641547843,657,535
1476641547863,1248,519
