1476622980550,1127,788
1476622980550,1127,785
1476622980570,1128,782
1476622980608,1127,778
1476622980610,1128,774
1476622980630,1128,770
1476622980641,1127,767
1476622980661,1126,764
1476622980672,1125,761
1476622980691,1125,757
1476622980711,1124,754
1476622980721,1123,754
1476622980740,1122,752
1476622980750,1121,750
1476622980772,1120,748
1476622980800,1120,746
1476622980801,1119,744
1476622980822,1119,743
1476622980850,1117,742
1476622980861,1117,743
1476622980881,1115,742
1476622980891,1114,742
1476622980911,1112,741
1476622980922,1111,740
1476622980942,1111,740
1476622980962,1111,739
1476622980973,1111,739
1476622980992,1110,739
1476622981002,1110,738
1476622981023,1110,738
1476622981052,1109,738
1476622981055,1110,734
1476622981073,1111,726
1476622981104,1112,720
1476622981106,1113,711
1476622981131,1115,704
1476622981142,1117,696
1476622981161,1118,688
1476622981173,1120,681
1476622981192,1120,674
1476622981211,1121,667
1476622981222,1123,662
1476622981242,878,565
1476622981253,604,500
1476622981273,598,508
1476622981304,588,513
1476622981306,586,515
1476622981331,587,516
1476622981354,585,509
1476622981355,611,515
1476622981381,590,519
1476622981392,584,515
1476622981411,579,519
1476622981422,579,520
1476622981442,580,520
1476622981461,579,518
1476622981473,578,518
1476622981492,579,517
1476622981504,580,518
1476622981522,577,517
1476622981554,577,518
1476622981555,577,518
1476622981582,576,518
1476622981604,575,520
1476622981605,577,522
1476622981632,1010,522
1476622981642,1380,517
1476622981662,1476,515
1476622981672,1504,523
1476622981692,1517,522
1476622981702,1520,527
1476622981722,1533,528
1476622981739,1547,544
1476622981749,1539,539
1476622981769,1539,542
1476622981789,1537,539
1476622981799,1535,542
1476622981819,1534,543
1476622981849,1536,543
1476622981849,1537,544
1476622981879,1535,544
1476622981889,1535,544
1476622981909,1541,542
1476622981929,1545,541
1476622981939,1551,542
1476622981959,1554,542
1476622981969,1556,543
1476622981989,1559,542
1476622982019,1561,542
1476622982020,1564,542
1476622982040,1567,542
1476622982070,1568,541
1476622982070,1567,540
1476622982100,1217,410
1476622982109,1105,379
1476622982130,1116,381
1476622982139,1119,382
1476622982159,1124,386
1476622982179,1131,385
1476622982189,1134,386
1476622982210,1137,390
1476622982220,1138,393
1476622982240,1139,396
1476622982270,1141,396
1476622982291,1140,396
1476622982291,1117,398
1476622982321,640,462
1476622982331,646,457
1476622982351,614,468
1476622982360,615,469
1476622982381,615,473
1476622982390,618,474
1476622982410,618,477
1476622982431,617,481
1476622982440,616,483
1476622982460,616,484
1476622982490,614,486
1476622982491,613,487
1476622982520,611,488
1476622982521,611,490
1476622982551,600,491
1476622982570,596,491
1476622982571,589,493
1476622982601,583,493
1476622982610,576,493
1476622982631,572,494
1476622982640,568,495
1476622982660,565,496
1476622982681,562,497
1476622982691,558,498
1476622982710,555,499
1476622982721,552,500
1476622982740,549,502
1476622982770,546,503
1476622982771,543,504
1476622982801,542,506
1476622982821,539,507
1476622982821,536,508
1476622982851,533,508
1476622982861,532,509
1476622982881,530,510
1476622982890,532,511
1476622982911,533,514
1476622982931,535,518
1476622982940,538,520
1476622982961,540,521
1476622982971,543,524
1476622982991,547,527
1476622983001,551,530
