1476622200190,1132,735
1476622200200,1145,732
1476622200220,1145,718
1476622200241,1146,715
1476622200270,1142,719
1476622200270,1142,713
1476622200301,1140,710
1476622200310,1136,707
1476622200334,1137,710
1476622200341,1136,712
1476622200361,1135,712
1476622200383,1137,715
1476622200392,1135,715
1476622200414,1134,715
1476622200422,1132,714
1476622200442,1129,719
1476622200473,1130,718
1476622200484,1127,720
1476622200503,1122,720
1476622200522,884,515
1476622200523,904,495
1476622200553,915,504
1476622200564,919,502
1476622200584,908,508
1476622200592,903,507
1476622200614,906,510
1476622200623,899,510
1476622200643,898,513
1476622200665,900,515
1476622200673,900,517
1476622200693,899,519
1476622200723,902,523
1476622200723,904,522
1476622200755,905,519
1476622200765,903,518
1476622200785,903,519
1476622200794,885,517
1476622200817,871,517
1476622200836,858,516
1476622200844,843,516
1476622200867,831,518
1476622200874,816,518
1476622200895,806,517
1476622200905,798,518
1476622200924,788,518
1476622200944,776,517
1476622200955,768,516
1476622200974,756,516
1476622201005,745,517
1476622201005,739,517
1476622201035,731,518
1476622201044,727,517
1476622201065,719,513
1476622201085,714,514
1476622201094,709,515
1476622201116,704,515
1476622201124,706,515
1476622201144,1250,534
1476622201155,1628,511
1476622201174,1609,493
1476622201195,1625,504
1476622201205,1626,488
1476622201224,1629,488
1476622201254,1599,490
1476622201254,1628,489
1476622201284,1622,519
1476622201284,1631,507
1476622201314,1634,503
1476622201334,1640,502
1476622201334,1638,496
1476622201364,1637,497
1476622201374,1633,491
1476622201394,1632,492
1476622201404,1636,490
1476622201424,1631,492
1476622201434,1618,493
1476622201454,1051,578
1476622201474,724,481
1476622201484,695,502
1476622201504,673,498
1476622201534,663,486
1476622201534,659,491
1476622201564,626,512
1476622201585,615,505
1476622201595,630,496
1476622201615,620,491
1476622201625,618,485
1476622201645,611,476
1476622201655,606,480
1476622201674,614,482
1476622201684,619,484
1476622201704,621,486
1476622201725,624,488
1476622201756,644,499
1476622201756,1319,545
1476622201786,1673,480
1476622201786,1718,498
1476622201816,1749,491
1476622201836,1761,491
1476622201846,1768,487
1476622201866,1791,520
1476622201876,1787,513
1476622201896,1806,499
1476622201906,1797,510
1476622201926,1799,505
1476622201956,1795,513
1476622201956,1792,514
1476622201976,1360,454
1476622201986,943,535
1476622202006,903,513
1476622202036,887,527
1476622202036,872,519
