1490947372741,1131,553
1490947372741,1129,554
1490947372771,1129,553
1490947372775,1128,557
1490947372807,1122,559
1490947372817,1119,561
1490947372839,1117,563
1490947372847,1116,564
1490947372867,1113,563
1490947372878,1112,561
1490947372898,1112,560
1490947372909,1111,559
1490947372929,1109,557
1490947372959,1110,557
1490947372960,1111,557
1490947372979,1109,557
1490947373009,1109,557
1490947373009,1108,559
1490947373041,1108,557
1490947373049,1104,557
1490947373069,1100,557
1490947373080,1098,556
1490947373099,1096,557
1490947373119,1095,557
1490947373130,1093,557
1490947373149,1092,555
1490947373160,1090,553
1490947373180,1087,553
1490947373210,1084,552
1490947373210,1084,552
1490947373241,1084,553
1490947373260,1081,553
1490947373260,1080,552
1490947373291,1077,552
1490947373299,1075,552
1490947373319,1071,553
1490947373330,1072,553
1490947373349,1403,516
1490947373360,1605,540
1490947373379,1584,550
1490947373399,1582,550
1490947373410,1570,547
1490947373430,1569,545
1490947373460,1565,546
1490947373461,1564,552
1490947373491,1562,550
1490947373491,1563,544
1490947373510,1566,550
1490947373541,1566,549
1490947373549,1566,549
1490947373570,1567,550
1490947373580,1569,547
1490947373599,1567,548
1490947373610,1571,549
1490947373629,1574,548
1490947373649,1579,546
1490947373660,1582,545
1490947373679,1585,546
1490947373710,1588,542
1490947373711,1593,538
1490947373741,1597,534
1490947373741,1600,533
1490947373760,1603,534
1490947373791,1323,508
1490947373791,871,485
1490947373821,732,481
1490947373829,683,483
1490947373849,654,486
1490947373859,644,487
1490947373879,592,457
1490947373899,608,492
1490947373909,621,469
1490947373930,620,479
1490947373940,614,488
1490947373960,612,488
1490947373970,613,489
1490947373990,615,491
1490947374010,616,493
1490947374040,612,489
1490947374040,612,490
1490947374070,612,487
1490947374080,612,483
1490947374100,612,482
1490947374110,613,483
1490947374130,613,484
1490947374150,619,483
1490947374160,1093,487
1490947374180,1472,470
1490947374190,1533,483
1490947374210,1553,496
1490947374220,1568,498
1490947374240,1577,497
1490947374270,1570,494
1490947374270,1601,498
1490947374290,1593,498
1490947374320,1595,504
1490947374320,1600,488
1490947374350,1595,487
1490947374360,1596,490
1490947374380,1595,491
1490947374400,1596,495
1490947374410,1600,494
1490947374430,1599,495
1490947374440,1599,499
1490947374460,1597,504
1490947374470,1599,506
1490947374490,1598,510
1490947374520,1607,515
1490947374520,1615,520
1490947374540,1620,521
1490947374570,1624,524
1490947374570,1629,529
1490947374600,1633,531
1490947374610,1638,535
1490947374630,1640,537
1490947374650,1643,537
1490947374660,1646,540
1490947374680,1649,540
1490947374690,1654,546
1490947374710,1882,830
1490947374720,1945,983
1490947374740,1938,1012
1490947374770,1926,994
1490947374770,1926,1001
1490947374790,1930,990
1490947374820,1930,990
1490947374820,1928,987
1490947374850,1927,996
1490947374860,1924,1001
1490947374880,1926,1004
1490947374900,1924,1006
1490947374910,1923,1004
1490947374930,1921,1006
1490947374940,1921,1007
1490947374960,1921,1006
1490947374970,1920,1009
1490947374990,1920,1012
1490947375020,1920,1011
1490947375020,1918,1014
1490947375040,1917,1013
1490947375070,1917,1014
1490947375070,1923,1008
1490947375100,1928,1003
1490947375110,1932,998
1490947375130,1936,995
1490947375140,1939,991
1490947375160,1943,988
1490947375180,1947,985
1490947375190,1951,981
1490947375210,1954,983
1490947375220,1956,980
1490947375240,1959,978
1490947375270,1961,975
1490947375270,1956,969
