1476640905492,1126,1097
1476640905502,1127,1096
1476640905522,1128,1097
1476640905532,1128,1096
1476640905552,1129,1095
1476640905562,1131,1095
1476640905585,1130,1093
1476640905613,1125,1082
1476640905613,953,747
1476640905634,934,646
1476640905663,937,642
1476640905663,942,646
1476640905693,942,648
1476640905703,942,648
1476640905724,939,645
1476640905734,937,644
1476640905753,937,643
1476640905774,936,643
1476640905785,937,644
1476640905803,935,643
1476640905813,937,645
1476640905834,936,643
1476640905863,937,641
1476640905863,938,640
1476640905884,938,639
1476640905913,938,637
1476640905913,938,636
1476640905943,939,635
1476640905954,938,635
1476640905975,939,636
1476640905984,939,637
1476640906005,939,637
1476640906014,937,636
1476640906035,937,636
1476640906054,937,637
1476640906064,936,636
1476640906085,926,633
1476640906094,687,570
1476640906114,707,585
1476640906144,703,572
1476640906144,700,574
1476640906164,694,571
1476640906194,695,575
1476640906194,692,572
1476640906225,691,570
1476640906235,692,572
1476640906255,692,571
1476640906264,691,570
1476640906285,687,567
1476640906305,684,566
1476640906314,678,566
1476640906335,674,564
1476640906344,671,561
1476640906364,668,559
1476640906394,666,558
1476640906394,664,555
1476640906414,662,554
1476640906444,661,553
1476640906444,655,551
1476640906475,652,549
1476640906485,648,547
1476640906506,644,545
1476640906514,640,543
1476640906535,637,540
1476640906555,633,539
1476640906564,630,539
1476640906585,626,540
1476640906594,623,537
1476640906614,621,535
1476640906644,619,533
1476640906644,617,532
