1490947381009,1116,800
1490947381029,1115,807
1490947381049,1115,810
1490947381059,1113,813
1490947381080,1113,815
1490947381090,1115,816
1490947381111,1115,817
1490947381121,1115,818
1490947381141,1114,818
1490947381172,1115,817
1490947381180,1115,815
1490947381200,1116,815
1490947381222,1117,814
1490947381223,1114,812
1490947381250,1106,802
1490947381261,947,528
1490947381280,1001,553
1490947381291,991,561
1490947381311,983,570
1490947381330,972,569
1490947381341,962,578
1490947381361,961,575
1490947381372,963,575
1490947381391,966,578
1490947381421,971,578
1490947381422,974,580
1490947381450,975,581
1490947381472,975,581
1490947381473,975,581
1490947381500,975,582
1490947381511,975,582
1490947381531,976,585
1490947381542,977,586
1490947381558,977,586
1490947381578,702,579
1490947381589,628,573
1490947381608,630,567
1490947381639,632,564
1490947381640,640,565
1490947381658,646,567
1490947381689,652,565
1490947381690,651,564
1490947381717,653,568
1490947381729,654,566
1490947381748,653,566
1490947381759,653,567
1490947381779,652,567
1490947381798,655,565
1490947381810,659,562
1490947381829,660,562
1490947381840,661,560
1490947381859,665,561
1490947381889,667,562
1490947381890,669,560
1490947381920,670,560
1490947381940,669,560
1490947381940,671,560
1490947381972,671,558
1490947381980,674,558
1490947381999,676,558
1490947382010,689,557
1490947382030,1239,570
1490947382049,1563,553
1490947382060,1539,550
1490947382080,1544,555
1490947382092,1542,550
1490947382111,1544,557
1490947382140,1548,564
1490947382141,1551,587
1490947382170,1545,571
1490947382180,1546,568
1490947382201,1546,567
1490947382220,1542,573
1490947382221,1543,575
1490947382250,1534,573
1490947382260,923,575
1490947382280,665,525
1490947382290,673,536
1490947382310,678,531
1490947382330,678,526
1490947382341,676,531
1490947382361,677,534
1490947382391,675,538
1490947382391,676,539
1490947382421,679,536
1490947382431,678,533
1490947382451,675,534
1490947382471,675,537
1490947382481,676,539
1490947382501,677,541
1490947382511,676,542
1490947382531,675,543
1490947382541,679,543
1490947382561,679,546
1490947382581,680,547
1490947382591,681,548
1490947382611,682,547
1490947382641,681,546
1490947382641,683,547
1490947382671,1131,593
1490947382681,1549,534
1490947382701,1563,561
1490947382721,1570,579
1490947382731,1575,582
1490947382751,1573,586
1490947382761,1577,600
1490947382781,1537,609
1490947382791,1540,601
1490947382811,1545,600
1490947382831,1549,605
1490947382841,1553,604
1490947382861,1538,599
1490947382891,849,590
1490947382891,662,547
1490947382921,657,549
1490947382931,666,554
1490947382951,669,557
1490947382971,675,561
1490947382981,678,561
1490947383001,682,556
1490947383011,681,558
1490947383031,680,558
1490947383041,682,556
1490947383061,682,555
1490947383091,683,553
1490947383091,683,553
1490947383111,681,551
1490947383141,679,549
1490947383141,679,548
1490947383171,679,549
1490947383171,678,549
