1491308839101,1137,532
1491308839101,1139,528
1491308839130,1136,527
1491308839130,1134,529
1491308839161,1129,528
1491308839170,1129,532
1491308839193,1323,361
1491308839202,1156,493
1491308839220,1142,539
1491308839240,1145,538
1491308839250,1141,551
1491308839272,1136,549
1491308839281,1141,607
1491308839302,1137,496
1491308839312,1141,518
1491308839332,1145,509
1491308839363,1137,519
1491308839363,1137,525
1491308839393,1130,525
1491308839413,1136,523
1491308839413,1131,519
1491308839443,1131,520
1491308839453,1129,523
1491308839474,1131,525
1491308839484,1131,526
1491308839505,1130,532
1491308839514,1130,531
1491308839534,1129,532
1491308839565,1129,531
1491308839565,1128,526
1491308839585,1126,526
1491308839615,1126,529
1491308839615,1122,530
1491308839645,1121,530
1491308839655,1121,528
1491308839675,1123,534
1491308839685,1123,534
1491308839705,1121,533
1491308839725,1118,532
1491308839735,1118,532
1491308839756,1117,532
1491308839767,1115,529
1491308839786,1116,526
1491308839797,1124,528
1491308839817,1555,554
1491308839848,1537,542
1491308839848,1530,543
1491308839878,1542,535
1491308839888,1552,536
1491308839908,1562,522
1491308839928,1558,529
1491308839938,1560,527
1491308839959,1564,517
1491308839969,1561,510
1491308839989,1561,511
1491308839999,1563,510
1491308840019,1080,515
1491308840049,673,512
1491308840049,663,546
1491308840069,638,567
1491308840080,854,680
1491308840100,793,651
1491308840122,557,554
1491308840142,603,608
1491308840163,567,588
1491308840163,576,570
1491308840192,578,556
1491308840202,377,499
1491308840222,515,539
1491308840232,637,532
1491308840253,636,564
1491308840263,629,565
1491308840283,629,569
1491308840303,631,566
1491308840314,631,574
1491308840334,630,572
1491308840364,628,577
1491308840364,624,575
1491308840395,621,572
1491308840405,618,574
1491308840426,620,578
1491308840436,618,579
1491308840456,617,579
1491308840477,617,578
1491308840487,619,582
1491308840507,617,580
1491308840517,619,578
1491308840537,620,577
1491308840567,622,577
1491308840568,617,577
1491308840597,615,576
1491308840607,614,574
1491308840627,612,575
